61	2018-02-03 23:40:21.7587430	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:15mL	Active     
3230	2018-05-30 02:01:38.2389840	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从22:50到02:01，睡了3小时11分钟	Active    
3233	2018-05-30 05:30:15.5086170	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从02:26到05:30，睡了3小时3分钟	Active    
3234	2018-05-30 06:48:06.8685970	Feed      	ocgSc0a7I2-DcquxOaN5G43BOSbQ	奶瓶:90mL	Active    
3235	2018-05-30 06:48:25.1673240	Poop      	ocgSc0a7I2-DcquxOaN5G43BOSbQ	大便一次	Active    
3236	2018-05-30 07:42:47.0014930	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:30mL	Active    
3237	2018-05-30 07:42:49.3765420	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3238	2018-05-30 09:58:46.3539160	WakeUp    	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	从07:42到09:58，睡了2小时15分钟	Active    
3241	2018-05-30 12:01:18.6722430	Poop      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	大便了	Active    
3242	2018-05-30 12:25:00.0000000	Sleep     	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	12:25睡着了	Active    
3244	2018-05-30 14:30:00.0000000	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	。米粉6克加红薯呢	Active    
3107	2018-05-24 19:48:34.4334070	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:30mL	Active    
3108	2018-05-24 19:48:43.0023390	AD        	ocgSc0eChTDEABMBHJ_urv4lMeCE	吃了ad	Active    
3118	2018-05-25 07:00:00.0000000	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:90mL	Active    
3119	2018-05-25 07:00:00.0000000	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	7:00睡着了	Active    
3135	2018-05-26 02:48:38.9897210	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从21:53到02:48，睡了4小时55分钟	Active    
3136	2018-05-26 01:00:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:10分钟	Active    
3154	2018-05-26 21:41:46.1024810	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:105mL	Active    
3167	2018-05-27 16:15:15.9682000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3173	2018-05-27 22:02:56.8917840	AD        	ocgSc0eChTDEABMBHJ_urv4lMeCE	ad	Active    
3197	2018-05-28 17:36:49.3980330	AD        	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了ad	Active    
3212	2018-05-29 07:10:00.0000000	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	07:10睡着了	Active    
3215	2018-05-29 09:18:39.9836730	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:110mL	Active    
3223	2018-05-29 18:36:04.3214410	AD        	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	吃了ad	Active    
3232	2018-05-30 02:26:48.1393470	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3245	2018-05-30 15:52:41.7004820	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:120mL	Active    
3248	2018-05-30 17:54:23.9340720	Sleep     	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	5：30睡着了	Deleted   
3249	2018-05-30 17:57:43.1852580	WakeUp    	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	从17:30到17:57，睡了0小时27分钟	Active    
3250	2018-05-30 18:48:05.0889390	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:140mL	Active    
3251	2018-05-30 18:48:10.2575740	Poop      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	大便了	Active    
3252	2018-05-30 18:50:11.4346400	AD        	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了ad	Active    
3255	2018-05-30 21:32:06.9552940	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3256	2018-05-30 21:32:13.7606180	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:50mL	Active    
3257	2018-05-30 21:20:00.0000000	Bath      	ocgSc0eChTDEABMBHJ_urv4lMeCE	九点20洗澡了	Active    
3258	2018-05-31 00:34:32.1650360	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:100mL	Active    
3260	2018-05-31 06:08:24.5799370	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:10分钟	Active    
3264	2018-05-31 10:00:00.0000000	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	米糊9g	Active    
3265	2018-05-31 11:01:43.5350270	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:90mL	Active    
3266	2018-05-31 11:10:00.0000000	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	11:10睡着了	Active    
3271	2018-05-31 13:39:23.4401190	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:110mL	Active    
3273	2018-05-31 16:21:26.1790520	WakeUp    	ocgSc0a7I2-DcquxOaN5G43BOSbQ	从13:40到16:21，睡了2小时41分钟	Active    
3274	2018-05-31 16:21:39.7543410	Feed      	ocgSc0a7I2-DcquxOaN5G43BOSbQ	奶瓶:110mL	Active    
3275	2018-05-31 19:30:00.0000000	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:140mL	Active    
3276	2018-05-31 19:38:57.0734660	AD        	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了AD	Active    
3277	2018-05-31 19:39:09.7140820	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
3278	2018-05-31 19:39:59.8003100	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从19:39到19:39，睡了0小时0分钟	Active    
3279	2018-05-31 20:45:00.0000000	Bath      	ocgSc0eChTDEABMBHJ_urv4lMeCE	08:45洗澡	Active    
3280	2018-05-31 21:21:16.2318020	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:130mL	Active    
3288	2018-06-01 06:16:25.1303430	Feed      	ocgSc0a7I2-DcquxOaN5G43BOSbQ	奶瓶:100mL	Active    
3289	2018-06-01 07:23:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	7点23睡着了	Active    
3290	2018-06-01 07:55:40.9072980	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从07:23到07:55，睡了0小时32分钟	Active    
3291	2018-06-01 09:46:44.3541820	EatCa     	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	补钙了	Active    
3292	2018-06-01 09:00:00.0000000	EatCa     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	九点补钙	Active    
3293	2018-06-01 09:54:53.1142980	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:115mL	Active    
3294	2018-06-01 11:00:00.0000000	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	土豆泥	Active    
3295	2018-06-01 11:30:36.3942350	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
3299	2018-06-01 15:59:37.6216570	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
3300	2018-06-01 16:25:27.1799140	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从15:59到16:25，睡了0小时25分钟	Active    
3303	2018-06-01 19:32:18.4114160	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从19:15到19:32，睡了0小时16分钟	Active    
3305	2018-06-01 21:41:38.8126930	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:190mL	Active    
3114	2018-05-25 03:30:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:5分钟	Active    
3115	2018-05-25 03:15:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从22:43到03:15，睡了4小时31分钟	Active    
3116	2018-05-25 03:30:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	三点半睡着了	Active    
3117	2018-05-25 05:28:31.1953780	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从03:30到05:28，睡了1小时58分钟	Active    
3121	2018-05-25 09:24:55.2748560	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	米粉12g+南瓜泥	Active    
3122	2018-05-25 11:10:00.0000000	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:120mL	Active    
3123	2018-05-25 11:23:09.4458650	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
3152	2018-05-26 18:10:57.6647360	SupFood   	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	米粉9克	Active    
3157	2018-05-27 01:46:16.4101430	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:90mL	Active    
3162	2018-05-27 11:35:43.1236820	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从11:23到11:35，睡了0小时11分钟	Active    
3199	2018-05-28 20:20:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:90mL	Active    
3200	2018-05-28 20:20:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:90mL	Deleted   
3201	2018-05-28 20:20:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	08:20睡着了	Active    
3203	2018-05-28 22:25:21.5570280	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3204	2018-05-28 21:30:00.0000000	Bath      	ocgSc0eChTDEABMBHJ_urv4lMeCE	九点半洗澡了	Active    
3205	2018-05-28 21:50:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:55mL	Active    
3222	2018-05-29 17:43:42.2055560	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:110mL	Active    
3227	2018-05-29 22:10:03.3463970	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:115mL	Active    
3228	2018-05-29 21:50:00.0000000	Bath      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	九点五十洗澡	Active    
3239	2018-05-30 10:14:35.3752840	EatCa     	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	补钙了	Active    
3243	2018-05-30 14:04:26.7392000	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从12:25到14:04，睡了1小时39分钟	Active    
3246	2018-05-30 16:01:35.5663380	EatCa     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了钙片	Active    
3253	2018-05-30 19:40:00.0000000	SupFood   	ocgSc0eChTDEABMBHJ_urv4lMeCE	米粉9克	Active    
3259	2018-05-31 05:54:53.7097960	WakeUp    	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	从21:32到05:54，睡了8小时22分钟	Active    
3283	2018-06-01 02:34:18.8384980	WakeUp    	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	从21:43到02:34，睡了4小时51分钟	Active    
3284	2018-06-01 02:34:35.6339500	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:60mL	Active    
3306	2018-06-01 22:23:15.7516950	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:20分钟	Active    
3307	2018-06-01 22:23:17.5443560	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3127	2018-05-25 17:10:11.2866380	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:110mL	Active    
3128	2018-05-25 17:14:44.2500360	AD        	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了ad	Active    
3137	2018-05-26 02:55:29.4096250	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:80mL	Active    
3164	2018-05-27 14:30:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:150mL	Active    
3165	2018-05-27 13:15:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	01:15睡着	Active    
3166	2018-05-27 13:30:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从13:15到13:30，睡了0小时15分钟	Active    
3178	2018-05-28 04:15:53.6307780	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:60mL	Active    
3180	2018-05-28 01:27:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从22:22到01:27，睡了3小时4分钟	Active    
3181	2018-05-28 01:39:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	1点39睡着了	Active    
3182	2018-05-28 03:30:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从01:39到03:30，睡了1小时51分钟	Deleted   
3183	2018-05-28 03:35:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	3点35睡着了	Active    
3184	2018-05-28 04:05:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从01:39到04:05，睡了2小时26分钟	Active    
3185	2018-05-28 04:35:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	4点35睡着了	Active    
3186	2018-05-28 05:40:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从04:35到05:40，睡了1小时5分钟	Active    
3188	2018-05-28 08:18:41.7794370	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3240	2018-05-30 11:29:56.0484870	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:120mL	Active    
3254	2018-05-30 21:05:25.8643260	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:100mL	Active    
3268	2018-05-31 12:00:00.0000000	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:30mL	Active    
3296	2018-06-01 13:20:35.1022270	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从11:30到13:20，睡了1小时49分钟	Active    
3163	2018-05-27 12:23:49.3014980	SupFood   	ocgSc0a7I2-DcquxOaN5G43BOSbQ	香蕉	Active    
3168	2018-05-27 18:28:10.7015700	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从16:15到18:28，睡了2小时12分钟	Active    
3172	2018-05-27 19:30:00.0000000	SupFood   	ocgSc0eChTDEABMBHJ_urv4lMeCE	米粉9g+白薯泥	Active    
3190	2018-05-28 10:19:49.6259290	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
3191	2018-05-28 10:47:16.3148250	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从10:19到10:47，睡了0小时27分钟	Active    
3196	2018-05-28 17:29:39.0378600	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:150mL	Active    
3206	2018-05-29 02:07:51.9842080	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:90mL	Active    
3207	2018-05-29 05:21:45.0491930	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:1分钟	Active    
3208	2018-05-29 03:30:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从22:25到03:30，睡了5小时4分钟	Active    
3209	2018-05-29 03:45:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	三点45睡着了	Active    
3210	2018-05-29 05:22:24.9593420	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从03:45到05:22，睡了1小时37分钟	Active    
3216	2018-05-29 10:40:00.0000000	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	10:40睡着了	Active    
3217	2018-05-29 11:12:26.9022770	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从10:40到11:12，睡了0小时32分钟	Active    
3221	2018-05-29 16:40:00.0000000	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从14:20到16:40，睡了2小时19分钟	Active    
3224	2018-05-29 20:13:15.6302550	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:160mL	Active    
3225	2018-05-29 20:13:21.5257970	Sleep     	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	睡着了	Active    
3231	2018-05-30 02:23:48.8800700	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:73mL	Active    
3261	2018-05-31 08:18:50.6234250	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:70mL	Active    
3263	2018-05-31 08:40:10.6700400	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从08:18到08:40，睡了0小时22分钟	Active    
3267	2018-05-31 11:34:54.2814480	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从11:10到11:34，睡了0小时24分钟	Active    
3285	2018-06-01 02:38:07.8372790	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	母乳:3分钟	Active    
3286	2018-06-01 02:38:16.1693630	Sleep     	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	睡着了	Active    
3287	2018-06-01 05:17:33.0300720	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从02:38到05:17，睡了2小时39分钟	Active    
3298	2018-06-01 15:45:00.2328220	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:70mL	Active    
3301	2018-06-01 19:15:46.1044360	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:150mL	Active    
3302	2018-06-01 19:15:52.6478340	Sleep     	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	睡着了	Active    
3304	2018-06-01 19:36:18.0899960	AD        	ocgSc0eChTDEABMBHJ_urv4lMeCE	ad	Active    
3247	2018-05-30 16:59:37.5275600	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	香蕉泥	Active    
3262	2018-05-31 08:18:00.0000000	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	8:18睡着了	Active    
3269	2018-05-31 13:01:11.1683790	EatCa     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	补钙	Active    
3270	2018-05-31 13:01:29.9782720	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	苹果泥	Active    
3272	2018-05-31 13:40:00.0000000	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	1点40睡着了	Active    
3281	2018-05-31 21:43:02.8776080	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:40mL	Active    
3282	2018-05-31 21:43:08.5455500	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3297	2018-06-01 13:50:53.0298020	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:145mL	Active    
1422	2018-03-25 03:59:52.8375190	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从03:07到03:59，睡了0小时52分钟	Active    
1443	2018-03-25 17:06:25.2874970	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:100mL	Active    
1446	2018-03-25 20:21:55.6788270	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:100mL	Active    
1447	2018-03-25 20:21:59.4695610	AD        	ocgSc0eChTDEABMBHJ_urv4lMeCE	吃了ad	Active    
1464	2018-03-26 13:08:50.0655510	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
1476	2018-03-26 23:20:51.4482790	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从20:53到23:20，睡了2小时27分钟	Active    
1477	2018-03-26 23:47:17.0823840	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:22分钟	Active    
1478	2018-03-26 23:47:21.8272590	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
1479	2018-03-27 01:45:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从23:47到01:45，睡了1小时57分钟	Active    
1484	2018-03-27 04:00:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:20分钟	Active    
1485	2018-03-27 04:00:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	四点睡着了	Active    
1488	2018-03-27 06:18:49.3036650	Poop      	ocgSc0eChTDEABMBHJ_urv4lMeCE	，大便了	Active    
1522	2018-03-28 08:25:36.5525380	Feed      	ocgSc0a7I2-DcquxOaN5G43BOSbQ	奶瓶:100mL	Active    
1523	2018-03-28 10:06:30.7371800	Sleep     	ocgSc0a7I2-DcquxOaN5G43BOSbQ	春来50毫升睡着了。	Active    
1532	2018-03-28 16:49:37.2372360	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从15:40到16:49，睡了1小时8分钟	Active    
1539	2018-03-28 20:56:22.7414350	EatCa     	ocgSc0eChTDEABMBHJ_urv4lMeCE	补钙	Active    
1540	2018-03-28 20:50:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从20:10到20:50，睡了0小时40分钟	Active    
1541	2018-03-28 20:57:09.0110430	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡觉啦	Active    
1549	2018-03-29 01:02:47.0121680	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
1631	2018-04-01 06:06:55.0834990	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:10分钟	Active    
1648	2018-04-01 20:52:27.1155670	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
1650	2018-04-02 00:50:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从20:52到00:50，睡了3小时57分钟	Active    
1651	2018-04-02 01:29:40.5444150	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
1652	2018-04-02 01:20:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:15分钟	Active    
1653	2018-04-02 03:16:22.6732810	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从01:29到03:16，睡了1小时46分钟	Active    
1655	2018-04-02 04:13:50.7311190	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
1656	2018-04-02 05:58:57.7059220	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从04:13到05:58，睡了1小时45分钟	Active    
1661	2018-04-02 08:59:59.9298010	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:150mL	Active    
1662	2018-04-02 10:25:14.6065950	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
1663	2018-04-02 11:27:59.8099250	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从10:25到11:27，睡了1小时2分钟	Active    
1665	2018-04-02 14:07:16.4212230	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着啦	Active    
1668	2018-04-02 15:57:41.4198590	AD        	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了ad	Active    
1669	2018-04-02 16:53:02.1639690	Bath      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	洗澡啦	Deleted   
1672	2018-04-02 19:02:03.5702420	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:105mL	Active    
1674	2018-04-02 21:20:11.5422350	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:14分钟	Active    
1685	2018-04-03 02:29:06.8054610	Poop      	ocgSc0eChTDEABMBHJ_urv4lMeCE	大便了	Active    
1692	2018-04-03 07:40:14.4508840	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从04:35到07:40，睡了3小时5分钟	Active    
1694	2018-04-03 08:39:22.3060260	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:85mL	Deleted   
1700	2018-04-03 14:50:38.5356680	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从12:04到14:50，睡了2小时46分钟	Active    
1701	2018-04-03 15:16:45.4244820	Poop      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	大便	Active    
1702	2018-04-03 15:18:24.0979950	AD        	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了ad	Active    
1704	2018-04-03 15:41:42.3821740	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:150mL	Active    
1706	2018-04-03 18:08:34.8651270	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:170mL	Active    
1707	2018-04-03 19:36:11.2862610	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:10分钟	Active    
1708	2018-04-03 19:36:14.1383000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
1709	2018-04-03 20:08:15.6043510	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从19:36到20:08，睡了0小时32分钟	Active    
1710	2018-04-03 21:01:00.0000000	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:80mL	Active    
1711	2018-04-03 22:17:10.5245440	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
1712	2018-04-03 22:07:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	10点07睡着了	Active    
1456	2018-03-26 04:34:11.6270870	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:25分钟	Active    
1458	2018-03-26 07:11:42.2527130	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:110mL	Active    
1459	2018-03-26 07:11:49.6760780	Poop      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	大便了	Active    
1467	2018-03-26 14:32:29.2587640	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了hd	Active    
1468	2018-03-26 14:32:58.4939190	AD        	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了ad	Active    
1469	2018-03-26 15:14:08.3506590	Bath      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	洗澡啦	Active    
1470	2018-03-26 15:14:17.7094870	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:150mL	Active    
1471	2018-03-26 16:19:38.1944870	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
1482	2018-03-27 03:16:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从02:12到03:16，睡了1小时3分钟	Deleted   
1500	2018-03-27 15:22:14.5509330	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:130mL	Active    
1510	2018-03-27 22:57:44.4181650	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从20:36到22:57，睡了2小时20分钟	Active    
1517	2018-03-28 04:55:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从01:52到04:55，睡了3小时2分钟	Active    
